fund_code,fund_name,fund_type,manager_name,company,current_fund,experience_days,total_asset,best_return
005368,富国清洁能源产业混合A,混合型-灵活,张富盛,富国基金,富国清洁能源产业混合A,2532,29.64,-17.98
005369,富国臻利纯债定开债券,债券型-长债,武磊,富国基金,富国臻利纯债定开债券,3007,358.88,43.06
005371,中加心悦混合A,混合型-灵活,邹天培,中加基金,中加心悦混合A,522,10.58,2.99
005372,中加心悦混合C,混合型-灵活,邹天培,中加基金,中加心悦混合C,522,10.58,2.99
005373,中加紫金灵活配置混合A,混合型-灵活,林沐尘,中加基金,中加紫金灵活配置混合A,760,2.27,23.92
005374,中加紫金灵活配置混合C,混合型-灵活,林沐尘,中加基金,中加紫金灵活配置混合C,760,2.27,23.92
005375,建信睿和纯债定开债,债券型-混合一级,黎颖芳/ 徐华婧/ 闫晗,建信基金,建信睿和纯债定开债,5940/ 1784/ 2761,103.59/ 70.26/ 553.98,67.94/ 18.59/ 37.02
005377,华安鼎瑞定开债发起式,债券型-长债,周舒展,华安基金,华安鼎瑞定开债发起式,1582,225.48,28.28
005378,前海联合泓元定开债券,债券型-长债,张文,前海联合,前海联合泓元定开债券,1671,95.1,19.89
005379,汇添富价值创造定开混合,混合型-偏股,胡昕炜,汇添富基金,汇添富价值创造定开混合,3335,308.28,126.46
005383,富国绿色纯债一年定开债券A,债券型-长债,朱梦娜,富国基金,富国绿色纯债一年定开债券A,2286,307.44,26.29
005384,银河铭忆3个月定开债券,债券型-长债,刘铭,银河基金,银河铭忆3个月定开债券,3090,39.58,64.24
005386,银河睿达灵活配置混合A,混合型-灵活,鲍武斌/ 魏璇,银河基金,银河睿达灵活配置混合A,1165/ 1193,10.61/ 28.6,10.53/ 11.27
005387,银河睿达灵活配置混合C,混合型-灵活,鲍武斌/ 魏璇,银河基金,银河睿达灵活配置混合C,1165/ 1193,10.61/ 28.6,10.53/ 11.27
005388,兴业安弘3个月定开债,债券型-长债,冯小波,兴业基金,兴业安弘3个月定开债,3687,203.73,24.11
005390,工银创业板ETF联接A,指数型-股票,赵栩,工银瑞信基金,工银创业板ETF联接A,4969,460.85,195.55
005391,工银创业板ETF联接C,指数型-股票,赵栩,工银瑞信基金,工银创业板ETF联接C,4969,460.85,195.55
005393,南方卓利3个月定开债,债券型-长债,江佳骏/ 李璇,南方基金,南方卓利3个月定开债,206/ 5360,68.82/ 165.47,3.43/ 112.51
005395,泓德臻远回报混合,混合型-灵活,黄昱之/ 秦毅,泓德基金,泓德臻远回报混合,657/ 2915,20.6/ 146.24,-10.28/ 167.26
005398,鹏扬淳优一年定期开放债,债券型-长债,王莹莹,鹏扬基金,鹏扬淳优一年定期开放债,2467,216.86,33.1
005399,长信量化价值驱动混合A,混合型-偏股,姚奕帆,长信基金,长信量化价值驱动混合A,1214,24.96,5.97
005400,万家潜力价值灵活配置混合A,混合型-灵活,高源,万家基金,万家潜力价值灵活配置混合A,3488,7.32,55.84
005401,万家潜力价值灵活配置混合C,混合型-灵活,高源,万家基金,万家潜力价值灵活配置混合C,3488,7.32,55.84
005402,广发资源优选股票A,股票型,孙迪,广发基金,广发资源优选股票A,2720,13.65,43.35
005407,华夏鼎泰六个月定开债A,债券型-长债,孙蕾,华夏基金,华夏鼎泰六个月定开债A,1379,328.49,19.86
005408,华夏鼎泰六个月定开债C,债券型-长债,孙蕾,华夏基金,华夏鼎泰六个月定开债C,1379,328.49,19.86
005409,华泰柏瑞新兴产业混合A,混合型-偏股,吴邦栋,华泰柏瑞基金,华泰柏瑞新兴产业混合A,2630,13.8,84.34
005410,汇添富鑫盛定开债A,债券型-长债,李伟,汇添富基金,汇添富鑫盛定开债A,2231,121.3,14.13
005411,汇添富鑫盛定开债C,债券型-长债,李伟,汇添富基金,汇添富鑫盛定开债C,2231,121.3,14.13
005412,金信民长混合A,混合型-灵活,赵浩然,金信基金,金信民长混合A,938,1.44,9.11
005413,金信民长混合C,混合型-灵活,赵浩然,金信基金,金信民长混合C,938,1.44,9.11
005416,鹏华尊惠定期开放混合A,混合型-偏债,汤志彦,鹏华基金,鹏华尊惠定期开放混合A,2872,13.69,136.47
005417,鹏华尊惠定期开放混合C,混合型-偏债,汤志彦,鹏华基金,鹏华尊惠定期开放混合C,2872,13.69,136.47
005419,中欧聚瑞债券A,债券型-混合一级,苏佳,中欧基金,中欧聚瑞债券A,679,164.98,8.5
005420,中欧聚瑞债券C,债券型-混合一级,苏佳,中欧基金,中欧聚瑞债券C,679,164.98,8.5
005421,中欧嘉泽灵活配置混合,混合型-灵活,王健,中欧基金,中欧嘉泽灵活配置混合,5166,71.46,99.13
005425,民生加银睿通3个月定开债,债券型-长债,张玓/ 郑雅洁,民生加银基金,民生加银睿通3个月定开债,1554/ 984,228.16/ 105.03,14.56/ 7.77
005426,光大尊丰纯债定开债,债券型-长债,李怀定,光大保德信基金,光大尊丰纯债定开债,2404,50.17,19.65
005427,渤海汇金汇增利3个月定开,债券型-长债,高延龙,渤海汇金,渤海汇金汇增利3个月定开,1817,135.96,20.24
005428,渤海汇金汇添益3个月定开,债券型-长债,周珂/ 张旭东,渤海汇金,渤海汇金汇添益3个月定开,1579/ 920,60.14/ 40.03,20.41/ 11.54
005431,上银聚增富定期开放债券,债券型-长债,许佳,上银基金,上银聚增富定期开放债券,1649,437.08,22.24
005432,上银聚鸿益三个月定开债,债券型-长债,许佳,上银基金,上银聚鸿益三个月定开债,1649,437.08,22.24
005433,申万菱信医药先锋股票A,股票型,姚宏福,申万菱信基金,申万菱信医药先锋股票A,1042,1.34,-34.41
005434,鹏华睿投混合A,混合型-灵活,刘方正,鹏华基金,鹏华睿投混合A,3728,38.2,73.22
005435,国投瑞银顺银定开债,债券型-长债,李鸥,国投瑞银基金,国投瑞银顺银定开债,2026,343.82,21.34
005436,圆信永丰兴瑞定开债,债券型-长债,林铮/ 许燕,圆信永丰基金,圆信永丰兴瑞定开债,3332/ 2734,204.88/ 41.82,23.57/ 10.59
005437,易方达易百智能量化策略A,混合型-灵活,殷明,易方达基金,易方达易百智能量化策略A,1528,11.14,31.98
005438,易方达易百智能量化策略C,混合型-灵活,殷明,易方达基金,易方达易百智能量化策略C,1528,11.14,31.98
005439,易方达恒安定开债发起式,债券型-长债,李一硕,易方达基金,易方达恒安定开债发起式,3971,553.19,77.8
005442,兴业安和6个月定开债,债券型-长债,冯小波,兴业基金,兴业安和6个月定开债,3687,203.73,24.11
005443,国金量化多策略A,混合型-灵活,马芳/ 姚加红,国金基金,国金量化多策略A,1726/ 872,71.37/ 45.11,63.49/ 19.74
005445,华宝价值发现混合A,混合型-偏股,蔡目荣,华宝基金,华宝价值发现混合A,4661,18.21,258.72
005446,鑫元广利定开债发起式,债券型-长债,徐文祥,鑫元基金,鑫元广利定开债发起式,418,345.78,8.42
005448,诺安联创顺鑫A,债券型-长债,徐铭浩/ 周建树,诺安基金,诺安联创顺鑫A,737/ 2840,21.26/ 129.22,10.94/ 53.9
005449,华夏行业龙头混合,混合型-偏股,季新星,华夏基金,华夏行业龙头混合,2920,25.2,-19.09
005450,华夏稳盛灵活配置混合,混合型-灵活,罗皓亮,华夏基金,华夏稳盛灵活配置混合,2419,10.74,0.28
005451,鹏扬双利债券A,债券型-长债,王经瑞,鹏扬基金,鹏扬双利债券A,573,19.99,8.54
005452,鹏扬双利债券C,债券型-长债,王经瑞,鹏扬基金,鹏扬双利债券C,573,19.99,8.54
005453,前海开源医疗健康A,混合型-灵活,范洁,前海开源基金,前海开源医疗健康A,2820,18.63,76.52
005454,前海开源医疗健康C,混合型-灵活,范洁,前海开源基金,前海开源医疗健康C,2820,18.63,76.52
005455,建信睿丰纯债定期开放债券,债券型-混合一级,李峰,建信基金,建信睿丰纯债定期开放债券,2933,214.84,50.65
005462,博时富业3个月定开债,债券型-长债,吕瑞君/ 于渤洋,博时基金,博时富业3个月定开债,1071/ 1307,48.81/ 261.22,7.66/ 11.39
005465,华泰紫金智惠定开债券A,债券型-长债,李博良,华泰证券(上海)资产管理,华泰紫金智惠定开债券A,2832,54.09,36.12
005466,华泰紫金智惠定开债券C,债券型-长债,李博良,华泰证券(上海)资产管理,华泰紫金智惠定开债券C,2832,54.09,36.12
005467,华泰紫金智盈债券A,债券型-长债,李博良,华泰证券(上海)资产管理,华泰紫金智盈债券A,2832,54.09,36.12
005468,华泰紫金智盈债券C,债券型-长债,李博良,华泰证券(上海)资产管理,华泰紫金智盈债券C,2832,54.09,36.12
005469,南方浙利定开债券,债券型-长债,黄斌斌/ 刘诗瑶,南方基金,南方浙利定开债券,2663/ 199,350.92/ 66.58,39.53/ 1.71
005470,南方乾利定开债,债券型-长债,王润栋,南方基金,南方乾利定开债,836,127.65,10.13
005471,招商招财通理财债券C,债券型-中短债,张宜杰,招商基金,招商招财通理财债券C,657,890.38,5.82
005472,富国价值驱动灵活配置混合A,混合型-灵活,吴畏,富国基金,富国价值驱动灵活配置混合A,2419,2.76,154.17
005473,富国价值驱动灵活配置混合C,混合型-灵活,吴畏,富国基金,富国价值驱动灵活配置混合C,2419,2.76,154.17
005474,泰康均衡优选混合A,混合型-偏股,桂跃强,泰康基金,泰康均衡优选混合A,4959,62.33,68.54
005475,泰康均衡优选混合C,混合型-偏股,桂跃强,泰康基金,泰康均衡优选混合C,4959,62.33,68.54
005476,南方涪利定开债,债券型-长债,何康,南方基金,南方涪利定开债,3843,159.03,36.4
005477,长安鑫禧灵活配置混合A,混合型-灵活,江博文,长安基金,长安鑫禧灵活配置混合A,321,4.26,10.88
005478,长安鑫禧灵活配置混合C,混合型-灵活,江博文,长安基金,长安鑫禧灵活配置混合C,321,4.26,10.88
005480,诺安联创顺鑫C,债券型-长债,徐铭浩/ 周建树,诺安基金,诺安联创顺鑫C,737/ 2840,21.26/ 129.22,10.94/ 53.9
005481,银华瑞泰灵活配置混合,混合型-灵活,唐能,银华基金,银华瑞泰灵活配置混合,3654,23.12,60.32
005482,博时创新驱动混合A,混合型-灵活,齐宁,博时基金,博时创新驱动混合A,1578,0.25,-55.9
005483,博时创新驱动混合C,混合型-灵活,齐宁,博时基金,博时创新驱动混合C,1578,0.25,-55.9
005485,海富通恒丰定开债券,债券型-长债,陈轶平,海富通基金,海富通恒丰定开债券,4288,526.72,54.32
005488,天弘尊享定开债发起式,债券型-长债,刘嗣兴,天弘基金,天弘尊享定开债发起式,424,106.26,5.58
005489,中金衡优灵活配置混合A,混合型-灵活,丁天宇/ 于质冰,中金基金,中金衡优灵活配置混合A,1608/ 31,1.23/ 0.1,2.81/ 0.13
005490,中金衡优灵活配置混合C,混合型-灵活,丁天宇/ 于质冰,中金基金,中金衡优灵活配置混合C,1608/ 31,1.23/ 0.1,2.81/ 0.13
005491,兴全合宜混合(LOF)C,混合型-灵活,薛怡然/ 谢治宇,兴证全球基金,兴全合宜混合(LOF)C,80/ 4500,156.69/ 397.12,-8.14/ 503.57
005492,农银汇理研究驱动混合,混合型-灵活,徐文卉,农银汇理基金,农银汇理研究驱动混合,2932,27.21,65.18
005493,鑫元价值精选混合A,混合型-灵活,刘俊文,鑫元基金,鑫元价值精选混合A,952,0.78,14.26
005494,鑫元价值精选混合C,混合型-灵活,刘俊文,鑫元基金,鑫元价值精选混合C,952,0.78,14.26
005495,创金合信科技成长股票A,股票型,周志敏,创金合信基金,创金合信科技成长股票A,2706,2.73,57.67
005496,创金合信科技成长股票C,股票型,周志敏,创金合信基金,创金合信科技成长股票C,2706,2.73,57.67
005497,鑫元永利债券,债券型-长债,黄轩,鑫元基金,鑫元永利债券,1379,158.99,11.16
005498,银华积极成长混合A,混合型-偏股,孙蓓琳,银华基金,银华积极成长混合A,4539,7.2,51.73
005501,华安安逸半年定开债,债券型-长债,鲍越愚,华安基金,华安安逸半年定开债,1481,137.36,16.26
005503,汇添富理财60天债券E,债券型-中短债,温开强,汇添富基金,汇添富理财60天债券E,2484,1067.75,9.95
005504,汇添富沪港深大盘价值混合A,混合型-偏股,陈健玮,汇添富基金,汇添富沪港深大盘价值混合A,2659,2.34,-17.43
005505,前海开源中药股票A,股票型,范洁,前海开源基金,前海开源中药股票A,2820,18.63,76.52
005506,前海开源中药股票C,股票型,范洁,前海开源基金,前海开源中药股票C,2820,18.63,76.52
005507,永赢丰利债券A,债券型-长债,牟琼屿/ 张雪,永赢基金,永赢丰利债券A,2622/ 959,264.98/ 109.03,28.42/ 12.86
005508,永赢丰利债券C,债券型-长债,牟琼屿/ 张雪,永赢基金,永赢丰利债券C,2622/ 959,264.98/ 109.03,28.42/ 12.86
005513,南华瑞恒中短债债券A,债券型-中短债,沈致远,南华基金,南华瑞恒中短债债券A,1056,56.64,10.05
005514,南华瑞恒中短债债券C,债券型-中短债,沈致远,南华基金,南华瑞恒中短债债券C,1056,56.64,10.05
005517,富国新趋势灵活配置混合A,混合型-灵活,李世伟,富国基金,富国新趋势灵活配置混合A,573,0.71,-2.11
005518,富国新趋势灵活配置混合C,混合型-灵活,李世伟,富国基金,富国新趋势灵活配置混合C,573,0.71,-2.11
005519,银华混改红利灵活配置混合发起式A,混合型-灵活,贲兴振/ 范国华,银华基金,银华混改红利灵活配置混合发起式A,4412/ 923,29.84/ 0.32,96.89/ -10.5
005520,国投瑞银创新医疗混合A,混合型-灵活,刘泽序,国投瑞银基金,国投瑞银创新医疗混合A,622,1.94,3.93
005521,华安红利精选混合A,混合型-偏股,孙澍,华安基金,华安红利精选混合A,1155,3.18,11.74
005522,华泰保兴吉年福定开混合,混合型-灵活,田荣,华泰保兴基金,华泰保兴吉年福定开混合,878,10.94,10.43
005523,泰康颐年混合A,混合型-偏债,桂跃强/ 蒋利娟,泰康基金,泰康颐年混合A,4959/ 3629,62.33/ 258.29,68.54
005524,泰康颐年混合C,混合型-偏债,桂跃强/ 蒋利娟,泰康基金,泰康颐年混合C,4959/ 3629,62.33/ 258.29,68.54
005525,工银瑞祥定开发起式债券,债券型-长债,李敏/ 赵建,工银瑞信基金,工银瑞祥定开发起式债券,4246/ 1193,173.53/ 191.9,29.37/ 10.68
005526,工银新生代消费混合,混合型-灵活,林梦,工银瑞信基金,工银新生代消费混合,2771,3.43,64.58
005529,银华华茂定开债券A,债券型-混合一级,李丹,银华基金,银华华茂定开债券A,1679,102.05,15.88
005530,汇添富沪深300指数增强A,指数型-股票,许一尊,汇添富基金,汇添富沪深300指数增强A,3471,78.02,63.85
005531,华安安悦债券A,债券型-长债,郑如熙,华安基金,华安安悦债券A,2884,185.47,37.73
005532,华安安悦债券C,债券型-长债,郑如熙,华安基金,华安安悦债券C,2884,185.47,37.73
005534,华夏新时代混合人民币(QDII),QDII-混合灵活,常亚桥,华夏基金,华夏新时代混合人民币(QDII),2553,4.0,28.19
005535,泰信竞争优选混合,混合型-灵活,徐慕浩,泰信基金,泰信竞争优选混合,2109,3.93,141.2
005537,中航新起航灵活配置混合A,混合型-灵活,韩浩,中航基金,中航新起航灵活配置混合A,2720,20.76,37.13
005538,中航新起航灵活配置混合C,混合型-灵活,韩浩,中航基金,中航新起航灵活配置混合C,2720,20.76,37.13
005541,前海开源盛鑫混合A,混合型-灵活,史延/ 杨德龙,前海开源基金,前海开源盛鑫混合A,2203/ 4181,5.58/ 22.17,31.16/ 26.85
005542,前海开源盛鑫混合C,混合型-灵活,史延/ 杨德龙,前海开源基金,前海开源盛鑫混合C,2203/ 4181,5.58/ 22.17,31.16/ 26.85
005543,银华心诚灵活配置混合A,混合型-灵活,李晓星/ 王璐/ 张萍,银华基金,银华心诚灵活配置混合A,3611/ 873/ 2393,242.05/ 18.01/ 197.3,199.88/ 21.42/ 116.08
005544,银华瑞和灵活配置混合,混合型-灵活,周书/ 张腾,银华基金,银华瑞和灵活配置混合,2600/ 3482,1.53/ 54.1,30.92/ 16.26
005547,诺安圆鼎定开债,债券型-长债,郭晓晖/ 徐铭浩,诺安基金,诺安圆鼎定开债,2372/ 737,75.35/ 21.26,39.31/ 10.94
005548,诺安鑫享定开债发起式,债券型-长债,郭晓晖,诺安基金,诺安鑫享定开债发起式,2372,75.35,39.31
005549,富国成长优选三年定开混合,混合型-灵活,肖威兵,富国基金,富国成长优选三年定开混合,2435,14.18,77.54
005550,汇安成长优选混合A,混合型-灵活,单柏霖,汇安基金,汇安成长优选混合A,1076,3.71,-12.16
005551,汇安成长优选混合C,混合型-灵活,单柏霖,汇安基金,汇安成长优选混合C,1076,3.71,-12.16
005552,国富新趋势混合A,混合型-灵活,高燕芸/ 沈竹熙,国海富兰克林基金,国富新趋势混合A,1052/ 2557,10.77/ 118.19,25.35/ 20.28
005553,国富新趋势混合C,混合型-灵活,高燕芸/ 沈竹熙,国海富兰克林基金,国富新趋势混合C,1052/ 2557,10.77/ 118.19,25.35/ 20.28
005554,南方恒生国企ETF联接A,指数型-股票,孙伟,南方基金,南方恒生国企ETF联接A,3657,288.51,89.68
005555,南方恒生国企ETF联接C,指数型-股票,孙伟,南方基金,南方恒生国企ETF联接C,3657,288.51,89.68
005556,汇安裕华定开债发起式,债券型-长债,吴乐玉,汇安基金,汇安裕华定开债发起式,283,111.64,2.43
